Evaluation date,Type of place evaluated,Commune name,Municipal section name,Neighborhood name,Name of the site,Spontaneous site type,Internally displaced households,IDPs counted,Site size in meters,Land ownership,Site creation date,Presence of IDPs?,Presence of old IDP returned?,Baby boys under 1 year old,Baby girls under a year old,Boys from 1 to 5 years old,Girls from 1 to 5 years old,Boys from 6 to 11 years old,Girls from 6 to 11 years old,Boys from 12 to 17 years old,Girls from 12 to 17 years old,People aged 60 and over,Department of origin for majority of IDPs,Municipality of origin for majority of IDPs,Municipal section of origin for IDPs,District of origin for IDPs,Date fled,Reason for fleeing,Reason why IDP chose to take refuge in this place,Is the place accessible?,Tension between displaced people and the host community?,Distribution of food received?,Health assistance,Assistance psychosocial,Assistance WASH,Distribution CASH,Education assistance,Possession of identity documents by the majority of displaced persons?,If not why ?,"What are the 3 main
security concerns in the
site?",Do boys attend school?,Do girls attend school?,Health problems,proportion vaccine cholera,Why not cholera vaccine,How much Death Cholera,Food source,Access to fertile land,Proportion of persons carrying out a subsistence activity
2023-02-25,Host community,Delmas,1re Section St Martin,1ère Cite Saint Martin,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,2,2,5,5,3,8,4,6,5,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,combat gang gang police kidnapping,half,half,cough fever disease_peau,About half of the people,fear not,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-27,Host community,Delmas,1re Section St Martin,Hatt - Thomas,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,5,5,8,5,8,6,9,6,Ouest,Cité Soleil,2ème Varreux (Canaan - Jerusalem),Belecou,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,other flight,some,some,Disease_ PEX,About half of the people,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-02-28,Host community,Delmas,1re Section St Martin,La Victoire,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,6,4,7,5,9,4,6,10,Ouest,Pétion-Ville,2ème Varreux (Canaan - Jerusalem),Laboule,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,Flight abuses illegal tax,some,some,cough fever disease_peau,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-03-02,Host community,Delmas,1re Section St Martin,Sylvio Cator - Delmas 28,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,5,5,5,4,6,7,8,4,Ouest,Croix-Des-Bouquets,3ème Etang du Jong,Canaan - Jerusalem,2022-10,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping vol",half,half,illness_peau,Nobody,no_vaccin,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-03-06,Host community,Carrefour,11e Section Rivière Froide,Le Lambi,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,1,0,4,5,10,10,7,12,4,Ouest,Carrefour,5ème Saint Martin,Le Lambi,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Lack of knowledge on the importance of documentatio,"Attack GA, G Fight gang gang police",some,some,cough diarrhee disease_peau,The majority of people (around 75%),fear,,Purchase_Marche,No access to cultivable land,some
2023-03-07,Host community,Delmas,1re Section St Martin,Codada - Delmas 30,Not applicable to host communities,Not applicable to host communities,15,75,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,3,3,5,5,7,7,10,3,Ouest,Delmas,6ème Turgeau,Carrefour Pean,2022-2,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g fight gang kidnapping",half,half,Diarrhee cough fever,Nobody,no_vaccin,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-27,Host community,Port-au-Prince,1re Section Turgeau,Canot - Morancy,Not applicable to host communities,Not applicable to host communities,15,70,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,5,10,5,5,0,Ouest,Croix-Des-Bouquets,1ère Varreux,Canaan - Jerusalem,2022-9,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,other,half,half,Illness_peau fever diarrhee,Do not know / no answer,,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",NSP
2023-02-28,Host community,Cité Soleil,2e Section des Varreux,Brouklin,Not applicable to host communities,Not applicable to host communities,20,70,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,2,3,7,5,3,6,4,9,0,Ouest,Cité Soleil,2ème Varreux (Canaan - Jerusalem),Brouklin,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,Yes,no,no,Yes,Yes,no,Yes,,GA GA-G Combat Gang,some,some,illness_ malnutrition fever,Nobody,no_vaccin,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Delmas,1re Section St Martin,Faustin 1er - Durandis - Delmas 75,Not applicable to host communities,Not applicable to host communities,21,65,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,6,9,0,0,11,13,5,7,2,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-2,Attack/violence,Relationship or friendship with members of the host community,Yes,Yes,no,no,no,no,no,no,no,Neglect,vol abus police kidnapping,some,some,cough illness_peau fever,A few people (about 25%),fear,,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",some
2023-02-17,Host community,Pétion-Ville,3e Section Etang du Jonc,Pèlerin 2,Not applicable to host communities,Not applicable to host communities,10,64,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,0,8,4,10,5,4,5,0,Ouest,Pétion-Ville,3ème Etang du Jong,Desire - Boutilier,2022-11,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g sexual violence",all,all,troubles,Nobody,no_vaccin,,Purchase_Marche loan,No access to cultivable land,half
2023-02-14,Host community,Tabarre,3e Section Bellevue,Cazeau,Not applicable to host communities,Not applicable to host communities,15,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,3,7,5,6,0,0,0,3,Ouest,Tabarre,10ème Thor,Butte Boyer,2022-4,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"combat gang kidnapping attack ga, g",some,some,Toux fever diarrhee,A few people (about 25%),not,,Purchase_Marche loan,No access to cultivable land,some
2023-02-21,Host community,Carrefour,11e Section Rivière Froide,Haut La Grenade,Not applicable to host communities,Not applicable to host communities,12,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,6,4,5,3,7,5,5,3,4,Ouest,Port-au-Prince,2ème Petit Bois,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",no,no,no,no,no,no,no,NSP,,illegal tax extortion flight,half,half,infection_plaie malaria disease_peau,About half of the people,not,,Purchase_Marche Troc,No access to cultivable land,some
2023-02-16,Host community,Croix-Des-Bouquets,1re Section des Varreux,Molea,Not applicable to host communities,Not applicable to host communities,10,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,3,5,2,6,5,10,5,4,4,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"fight gang gang font attacks ga, g",majority,majority,Diarrhee cough fever,Nobody,not,,Borrow purchase_marche,No access to cultivable land,some
2023-02-18,Host community,Delmas,1re Section St Martin,Delmas 56 - 58,Not applicable to host communities,Not applicable to host communities,15,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,1,5,3,3,3,7,9,2,Ouest,Croix-Des-Bouquets,3ème Bellevue,Latremblais,2021-7,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,kidnapping vol,half,some,Disease_ PEX,A few people (about 25%),fear not,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-22,Host community,Delmas,1re Section St Martin,Delmas 32 - Lakou New York - REMY,Not applicable to host communities,Not applicable to host communities,10,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,2,2,3,3,5,6,9,1,Ouest,Delmas,5ème Saint Martin,Delmas 32 - Lakou New York - REMY,2022-9,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,other,majority,majority,Illness_Peau Diarrhee fever,The majority of people (around 75%),fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",half
2023-02-17,Host community,Carrefour,10e Section Thor,Cocoyer - Bas Rails,Not applicable to host communities,Not applicable to host communities,12,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,2,0,5,1,8,1,2,3,Ouest,Carrefour,8ème Martissant,Cocoyer - Bas Rails,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,no,no,Yes,,"Ga attack, g fight gang kidnapping",some,some,Fever troubles_psychological coughs,About half of the people,fear,,other,No access to cultivable land,some
2023-02-17,Host community,Carrefour,10e Section Thor,Waney,Not applicable to host communities,Not applicable to host communities,10,60,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,5,5,5,5,5,5,5,5,5,Ouest,Port-au-Prince,8ème Martissant,Bas Martissant,2021-6,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,Vol Arbitrary Arbitration Abuse Police,none,none,Fivem cough illness_peau,A few people (about 25%),fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",none
2023-03-01,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Kay Colette,Not applicable to host communities,Not applicable to host communities,10,55,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,5,7,8,14,11,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Torcelle,2022-11,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping",majority,majority,Cough fever,Do not know / no answer,,,Purchase_Marche,"In any case, there is no cultivable land available in the area",majority
2023-03-02,Host community,Delmas,1re Section St Martin,St Louis de Gonzague - Henfrasa - Palais de l'art,Not applicable to host communities,Not applicable to host communities,10,52,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,5,3,5,4,6,3,7,3,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,No office,Illegal Flight Affective Police,some,some,cough illness_peau fever,Nobody,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-02-16,Host community,Carrefour,11e Section Rivière Froide,Rivière Froide,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,2,6,2,5,5,5,5,3,Ouest,Port-au-Prince,10ème Thor,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,Illegal Tax Vol Extomination,half,half,Cholera cough fever,About half of the people,fear,5,Purchase_Marche Troc,No access to cultivable land,half
2023-02-20,Host community,Carrefour,11e Section Rivière Froide,Sapotille,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,2,3,4,3,7,5,3,5,Ouest,Port-au-Prince,2ème Varreux (Canaan - Jerusalem),Fontamara Est,2021-6,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",no,no,no,no,no,no,no,no,Neglect,illegal tax extortion flight,half,half,Malaria disease_peau_psychological disorders,About half of the people,not,,Purchase_Marche,No access to cultivable land,half
2023-02-22,Host community,Carrefour,10e Section Thor,Mahotière,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,2,2,2,3,5,5,10,3,Ouest,Carrefour,8ème Martissant,Mahotière,2021-6,Attack/violence,Secure location closest to provenance,Yes,Yes,no,no,no,no,no,no,Yes,,combat gang gang police kidnapping,some,some,cholera fever cough,Nobody,fear,6,Borrow purchase_Marche other,"In any case, there is no cultivable land available in the area",some
2023-02-20,Host community,Carrefour,11e Section Rivière Froide,Lajoie,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,1,9,5,3,1,4,3,1,Ouest,Port-au-Prince,8ème Martissant,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Lack of interest,illegal tax extortion flight,half,half,Malaria disease_Peau Malnutrition,About half of the people,not,,Purchase_Marche,No access to cultivable land,half
2023-02-28,Host community,Delmas,1re Section St Martin,Cite Numero 1,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,1,2,3,5,2,2,4,5,2,Ouest,Croix-Des-Bouquets,8ème Martissant,Canaan - Jerusalem,2022-7,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",majority,majority,cholera illness_peau fever,A few people (about 25%),other afraid,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-20,Host community,Port-au-Prince,3e Section Martissant,Grand Ravine,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,3,4,2,3,3,5,10,10,1,Ouest,Port-au-Prince,8ème Martissant,Grand Ravine,2021-6,Attack/violence,Relationship or friendship with members of the host community,"No, because of security",no,no,no,no,no,no,no,Yes,,fight gang gang font recruitment child gang,some,some,Malaria disease fever_peau,A few people (about 25%),fear,10,other,"In any case, there is no cultivable land available in the area",none
2023-02-16,Host community,Port-au-Prince,3e Section Martissant,Deslouis - Descayettes,Not applicable to host communities,Not applicable to host communities,10,50,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,Yes,2,3,2,4,2,6,3,4,7,Ouest,Port-au-Prince,8ème Martissant,Deslouis - Descayettes,2021-6,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,no,no,Yes,,"Ga attack, g gang gang recruitment child gang",some,some,infection_plaie cholera malaria,Do not know / no answer,,5,Purchase_Marche loan,No access to cultivable land,some
2023-02-20,Host community,Carrefour,10e Section Thor,Bas Bizoton,Not applicable to host communities,Not applicable to host communities,8,48,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,0,5,9,4,2,8,5,0,Ouest,Carrefour,10ème Thor,Bas Bizoton,2021-6,Attack/violence,Secure location closest to provenance,Yes,Yes,no,no,no,no,no,no,Yes,,"Ga attack, g gang combat",some,some,cholera fever cough,The majority of people (around 75%),fear,5,Other,"In any case, there is no cultivable land available in the area",some
2023-02-27,Host community,Carrefour,9e Section Bizoton,Fontamara Ouest,Not applicable to host communities,Not applicable to host communities,16,48,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,5,0,2,0,1,1,Ouest,Carrefour,9ème Bizoton,Fontamara Ouest,2021-6,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",some,some,other fever,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-14,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Nan Kajou,Not applicable to host communities,Not applicable to host communities,15,45,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,2,10,5,3,2,2,5,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Frères,2022-10,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,"attaque ga,g vol kidnapping",majority,half,Malaria fever,A few people (about 25%),fear,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-03-07,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Cargo,Not applicable to host communities,Not applicable to host communities,10,45,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,3,2,5,5,4,6,4,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Pernier,2023-2,Attack/violence,Relationship or friendship with members of the host community,"No, because of security",no,no,no,no,no,no,no,Yes,,combat gang gang police kidnapping,majority,majority,Diarrhee fever cough,Do not know / no answer,,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-03-06,Host community,Cité Soleil,1re Section des Varreux,Macaya,Not applicable to host communities,Not applicable to host communities,10,44,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,1,5,1,5,3,7,Ouest,Cité Soleil,1ère Varreux,Macaya,2023-2,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",half,some,Fivem cough illness_peau,Nobody,fear,,Production_Subsistance Purchase_Marche,No access to cultivable land,some
2023-02-21,Site,Cité Soleil,1re Section des Varreux,Sarthe,Chretian Church Mission of Haiti,Temple/Church,8,43,Over 150 square meters,To private persons,2022-09-01,Yes,,1,3,4,6,2,4,2,3,3,Ouest,Cité Soleil,1ère Varreux,Sarthe,2022-9,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,Children's recruitment gang arbitrary extortion arbitrary,majority,majority,illness omnutrition fever,A few people (about 25%),fear,,Production_Substance borrowing,"In any case, there is no cultivable land available in the area",some
2023-02-15,Host community,Port-au-Prince,1re Section Turgeau,Christ-Roi - Nan Moise,Not applicable to host communities,Not applicable to host communities,10,40,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,0,0,0,3,0,10,12,0,Ouest,Port-au-Prince,2ème Varreux (Canaan - Jerusalem),Christ-Roi - Nan Moise,2022-11,Attack/violence,Access to the best living conditions,Yes,no,no,no,no,no,no,no,NSP,,other gang fight,majority,majority,Other fever other,The majority of people (around 75%),not,,Purchase_Marche loan,No access to cultivable land,majority
2023-02-15,Host community,Delmas,1re Section St Martin,Delmas 19 - Village Lamothe,Not applicable to host communities,Not applicable to host communities,10,40,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,4,3,5,2,3,4,6,3,Ouest,Croix-Des-Bouquets,6ème Turgeau,Canaan - Jerusalem,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,Flight ABUS POLICE WORKS FORCE,some,some,cough fever disease_peau,A few people (about 25%),not,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",half
2023-03-10,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Peguy-Ville,Not applicable to host communities,Not applicable to host communities,12,32,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,2,2,3,2,4,2,2,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Metivier,2023-1,Attack/violence,Access to the best living conditions,"No, because of security",no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",none,none,diarrhee cough fever,Nobody,no_vaccin,,Purchase_Marche,No access to cultivable land,none
2023-02-23,Host community,Croix-Des-Bouquets,1re Section des Varreux,Lerbourt - Sibert,Not applicable to host communities,Not applicable to host communities,5,30,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,2,2,2,2,3,2,5,2,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",half,half,Diarrhee cough fever,Nobody,fear,,Purchase_Marche Production_Subsistance,"Yes, because the land belongs to people with the same kinship",some
2023-03-01,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Nerette,Not applicable to host communities,Not applicable to host communities,6,26,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,1,1,3,0,2,3,3,2,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Metivier,2023-2,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g kidnapping combat gang",all,all,cough infection_plaie fever,Nobody,fear,,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",half
2023-02-24,Host community,Carrefour,11e Section Rivière Froide,Grande Ravine,Not applicable to host communities,Not applicable to host communities,8,24,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,2,4,1,2,2,2,1,3,0,Ouest,Carrefour,10ème Thor,Grande Ravine,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Lack of interest,Vol Extoming illegal tax,half,half,cough malaria disease_peau,About half of the people,not,,Barter,No access to cultivable land,some
2023-02-22,Host community,Carrefour,10e Section Thor,Cote-Plage,Not applicable to host communities,Not applicable to host communities,8,24,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,1,1,1,3,1,Ouest,Carrefour,11ème Rivière Froide,Cote-Plage,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,combat gang gang police kidnapping,some,some,cholera fever cough,Nobody,fear,,purchase_ other,"In any case, there is no cultivable land available in the area",some
2023-03-06,Host community,Delmas,1re Section St Martin,Delmas 33,Not applicable to host communities,Not applicable to host communities,5,23,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,3,5,1,Ouest,Port-au-Prince,2ème Varreux (Canaan - Jerusalem),Bel-air,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,No office,vol kidnapping taxe illegal,some,some,illness_peau cough fever,A few people (about 25%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-03-16,Host community,Delmas,1re Section St Martin,Grande Anse,Not applicable to host communities,Not applicable to host communities,5,23,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,2,4,3,5,0,Ouest,Croix-Des-Bouquets,6ème Turgeau,Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Lack of time,CO-GA-G-G-GA BLOCK,some,some,Fivem cough illness_peau,About half of the people,fear,,Borrow purchase_marche,No access to cultivable land,half
2023-02-22,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Bristou,Not applicable to host communities,Not applicable to host communities,6,22,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,2,3,2,2,0,3,2,1,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Pernier,2023-1,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",majority,majority,Cholera fever cough,Do not know / no answer,,9,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-24,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Meyotte,Not applicable to host communities,Not applicable to host communities,5,22,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,3,2,3,1,4,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Meyotte,2022-12,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,GA GA-G Combat Gang,NSP,NSP,Diarrhee cough fever,Nobody,no_vaccin,,Purchase_Marche,"In any case, there is no cultivable land available in the area",majority
2023-02-15,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Platon - Terre Blanche,Not applicable to host communities,Not applicable to host communities,7,21,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,2,0,1,3,0,2,0,1,Ouest,Port-au-Prince,8ème Martissant,Martissant - Cite Manigat,2020-3,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,no,no,Yes,,other,none,all,Malaria disease fever_peau,Nobody,no_vaccin,,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",majority
2023-02-23,Host community,Delmas,1re Section St Martin,Loriange - Canaan,Not applicable to host communities,Not applicable to host communities,5,20,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,2,4,3,4,2,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,other,other flight,NSP,NSP,Malnutrition cough fever,Nobody,no_vaccin,,Purchase_Marche,"In any case, there is no cultivable land available in the area",half
2023-02-27,Host community,Delmas,1re Section St Martin,Fragneauville - 83,Not applicable to host communities,Not applicable to host communities,3,20,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,3,1,2,2,1,1,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Pernier 24,2022-5,Attack/violence,Relationship or friendship with members of the host community,Yes,Yes,no,no,no,no,no,no,Yes,,kidnapping vol extorsion,some,some,Disease_ PEX,About half of the people,fear,,Production_Subsistance Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-02-24,Host community,Carrefour,11e Section Rivière Froide,Mariani Est,Not applicable to host communities,Not applicable to host communities,4,20,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,0,2,1,3,3,2,1,1,Ouest,Port-au-Prince,8ème Martissant,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Neglect,"Attack GA, G Fight gang gang police",half,half,diarrhee infection_plaie disease_peau,About half of the people,not,,Barter purchase_marche,No access to cultivable land,some
2023-02-28,Host community,Cité Soleil,2e Section des Varreux,Pont-Rouge - Chancerelles,Not applicable to host communities,Not applicable to host communities,10,19,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,3,2,0,2,1,0,0,0,0,Ouest,Delmas,5ème Saint Martin,1ère Cite Saint Martin,2023-3,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no, Lack of information on the procedures and services available,"Attack GA, G Fight gang gang police",majority,majority,diarrhee disease_peau,A few people (about 25%),fear,,Production_Subsistance Purchase_Marche,"In any case, there is no cultivable land available in the area",half
2023-02-21,Host community,Pétion-Ville,3e Section Etang du Jonc,Bas Pèlerin (1-3),Not applicable to host communities,Not applicable to host communities,4,16,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,1,0,0,0,1,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Chavannes Prolongee,2023-2,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g sexual violence recruitment child gang",all,all,Fivem cough illness_peau,Nobody,no_vaccin,,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",some
